   6.898534340705270E-002   -687.799971840000    8.258910673300964E-010
   6.884162394162134E-002   -687.899971840000    8.218538450933785E-010
   6.869790447618998E-002   -687.999971840000    7.756862328004408E-010
   6.855418501075862E-002   -688.099971840000    7.526610498114873E-010
   6.841046554532726E-002   -688.199971840000    7.875841874150113E-010
   6.826674607989590E-002   -688.299971840000    8.282486446910301E-010
   6.812302661446454E-002   -688.399971840000    8.182192760795781E-010
   6.797930714903318E-002   -688.499971840000    7.709783214428072E-010
   6.783558768360183E-002   -688.599971840000    7.538757249164842E-010
   6.769186821817047E-002   -688.699971840000    7.928484020671360E-010
   6.754814875273911E-002   -688.799971840000    8.299914782295319E-010
   6.740442928730775E-002   -688.899971840000    8.141269160848886E-010
   6.726070982187639E-002   -688.999971840000    7.666340226780889E-010
   6.711699035644503E-002   -689.099971840000    7.557903920032914E-010
   6.697327089101367E-002   -689.199971840000    7.980778732148735E-010
   6.682955142558231E-002   -689.299971840000    8.310928445181975E-010
   6.668583196015095E-002   -689.399971840000    8.096424093226741E-010
   6.654211249471959E-002   -689.499971840000    7.627365975769925E-010
   6.639839302928823E-002   -689.599971840000    7.583662197750508E-010
   6.625467356385687E-002   -689.699971840000    8.031821595655821E-010
   6.611095409842551E-002   -689.799971840000    8.315359378956435E-010
   6.596723463299414E-002   -689.899971840000    8.048387969007592E-010
   6.582351516756278E-002   -689.999971840000    7.593619841499673E-010
   6.567979570213142E-002   -690.099971840000    7.615514472898216E-010
   6.553607623670006E-002   -690.199971840000    8.080746586258572E-010
   6.539235677126872E-002   -690.299971840000    8.313140150196146E-010
   6.524863730583736E-002   -690.399971840000    7.997956363767399E-010
   6.510491784040600E-002   -690.499971840000    7.565769063405036E-010
   6.496119837497464E-002   -690.599971840000    7.652828156960140E-010
   6.481747890954328E-002   -690.699971840000    8.126738653227140E-010
   6.467375944411192E-002   -690.799971840000    8.304304520141359E-010
   6.453003997868055E-002   -690.899971840000    7.945979644618841E-010
   6.438632051324919E-002   -690.999971840000    7.544371263288532E-010
   6.424260104781783E-002   -691.099971840000    7.694872502768250E-010
   6.409888158238647E-002   -691.199971840000    8.169044635628969E-010
   6.395516211695511E-002   -691.299971840000    8.288987159191983E-010
   6.381144265152375E-002   -691.399971840000    7.893350945221889E-010
   6.366772318609239E-002   -691.499971840000    7.529859207835377E-010
   6.352400372066103E-002   -691.599971840000    7.740837126468801E-010
   6.338028425522967E-002   -691.699971840000    8.206982577718506E-010
   6.323656478979831E-002   -691.799971840000    8.267422495867914E-010
   6.309284532436695E-002   -691.899971840000    7.840992451422591E-010
   6.294912585893560E-002   -691.999971840000    7.522528579341861E-010
   6.280540639350424E-002   -692.099971840000    7.789851436584879E-010
   6.266168692807287E-002   -692.199971840000    8.239949547610459E-010
   6.251796746264151E-002   -692.299971840000    8.239942666246098E-010
   6.237424799721015E-002   -692.399971840000    7.789840028074162E-010
   6.223052853177879E-002   -692.499971840000    7.522529414652584E-010
   6.208680906634743E-002   -692.599971840000    7.841004240151748E-010
   6.194308960091607E-002   -692.699971840000    8.267428078888953E-010
   6.179937013548471E-002   -692.799971840000    8.206974505405931E-010
   6.165565067005335E-002   -692.899971840000    7.740826308245051E-010
   6.151193120462199E-002   -692.999971840000    7.529861696645177E-010
   6.136821173919063E-002   -693.099971840000    7.893362901342800E-010
   6.122449227375927E-002   -693.199971840000    8.288991357561503E-010
   6.108077280832791E-002   -693.299971840000    8.169035499805791E-010
   6.093705334289655E-002   -693.399971840000    7.694862477881983E-010
   6.079333387746519E-002   -693.499971840000    7.544375354735907E-010
   6.064961441203383E-002   -693.599971840000    7.945991556546208E-010
   6.050589494660247E-002   -693.699971840000    8.304307269435782E-010
   6.036217548117111E-002   -693.799971840000    8.126728600057605E-010
   6.021845601573975E-002   -693.899971840000    7.652819117020975E-010
   6.007473655030839E-002   -693.999971840000    7.565774674376425E-010
   5.993101708487703E-002   -694.099971840000    7.997968024829514E-010
   5.978729761944567E-002   -694.199971840000    8.313141408448264E-010
   5.964357815401431E-002   -694.299971840000    8.080735779019024E-010
   5.949985868858295E-002   -694.399971840000    7.615506593616724E-010
   5.935613922315159E-002   -694.499971840000    7.593626859012327E-010
   5.921241975772023E-002   -694.599971840000    8.048399180751753E-010
   5.906870029228887E-002   -694.699971840000    8.315359127017167E-010
   5.892498082685751E-002   -694.799971840000    8.031810212793495E-010
   5.878126136142615E-002   -694.899971840000    7.583655634599834E-010
   5.863754189599479E-002   -694.999971840000    7.627374260118290E-010
   5.849382243056344E-002   -695.099971840000    8.096434668341519E-010
   5.835010296513208E-002   -695.199971840000    8.310926686882638E-010
   5.820638349970072E-002   -695.299971840000    7.980766964988008E-010
   5.806266403426936E-002   -695.399971840000    7.557898804205168E-010
   5.791894456883799E-002   -695.499971840000    7.666349615281582E-010
   5.777522510340663E-002   -695.599971840000    8.141278925704803E-010
   5.763150563797527E-002   -695.699971840000    8.299911544415306E-010
   5.748778617254391E-002   -695.799971840000    7.928472070747002E-010
   5.734406670711256E-002   -695.899971840000    7.538753684005872E-010
   5.720034724168120E-002   -695.999971840000    7.709793525581953E-010
   5.705662777624984E-002   -696.099971840000    8.182201557618983E-010
   5.691290831081848E-002   -696.199971840000    8.282481778949148E-010
   5.676918884538712E-002   -696.299971840000    7.875829950156787E-010
   5.662546937995576E-002   -696.399971840000    7.526608556215241E-010
   5.648174991452440E-002   -696.499971840000    7.756873365893511E-010
   5.633803044909304E-002   -696.599971840000    8.218546139635373E-010
